lane,source,destination,bytes,status
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-024-semantic-collapse.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-024-semantic-collapse\HTML\MDA-024-semantic-collapse.paper-grade-dashboard.html,10058,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-024-semantic-collapse.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-024-semantic-collapse\EXCEL\MDA-024-semantic-collapse.paper-grade.review.xlsx,12565,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-024-semantic-collapse.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-024-semantic-collapse\MARKDOWN\MDA-024-semantic-collapse.paper-grade.md,2561,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-024-semantic-collapse.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-024-semantic-collapse\EXCEL\MDA-024-semantic-collapse.paper-grade.xlsx,7848,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\CLAIMS\MDA-025-cognitive-decline.claim-audit.csv,1823,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-025-cognitive-decline.paper-grade.html,6886,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\HTML\MDA-025-cognitive-decline.paper-grade.html,6886,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\JSON\MDA-025-cognitive-decline.paper-grade.json,10248,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\LOSSLESS_SUMMARY\MDA-025-cognitive-decline.lossless-summary.md,8643,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\HTML\MDA-025-cognitive-decline.paper-grade-dashboard.html,9141,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\EXCEL\MDA-025-cognitive-decline.paper-grade.review.xlsx,12425,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\MARKDOWN\MDA-025-cognitive-decline.paper-grade.md,1588,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-025-cognitive-decline.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-025-cognitive-decline\EXCEL\MDA-025-cognitive-decline.paper-grade.xlsx,7733,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\CLAIMS\MDA-026-spiritual-collapse.claim-audit.csv,1000,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-026-spiritual-collapse.paper-grade.html,6428,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\HTML\MDA-026-spiritual-collapse.paper-grade.html,6428,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\JSON\MDA-026-spiritual-collapse.paper-grade.json,8870,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\LOSSLESS_SUMMARY\MDA-026-spiritual-collapse.lossless-summary.md,7599,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\HTML\MDA-026-spiritual-collapse.paper-grade-dashboard.html,8612,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\EXCEL\MDA-026-spiritual-collapse.paper-grade.review.xlsx,12061,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\MARKDOWN\MDA-026-spiritual-collapse.paper-grade.md,988,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-026-spiritual-collapse.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-026-spiritual-collapse\EXCEL\MDA-026-spiritual-collapse.paper-grade.xlsx,7341,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\CLAIMS\MDA-027-signal-went-dark.claim-audit.csv,6595,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-027-signal-went-dark.paper-grade.html,9376,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\HTML\MDA-027-signal-went-dark.paper-grade.html,9376,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\JSON\MDA-027-signal-went-dark.paper-grade.json,24334,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\LOSSLESS_SUMMARY\MDA-027-signal-went-dark.lossless-summary.md,20378,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\HTML\MDA-027-signal-went-dark.paper-grade-dashboard.html,12239,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\EXCEL\MDA-027-signal-went-dark.paper-grade.review.xlsx,16271,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\MARKDOWN\MDA-027-signal-went-dark.paper-grade.md,5043,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-027-signal-went-dark.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-027-signal-went-dark\EXCEL\MDA-027-signal-went-dark.paper-grade.xlsx,11429,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\CLAIMS\MDA-028-phantom-money.claim-audit.csv,5727,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-028-phantom-money.paper-grade.html,9011,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\HTML\MDA-028-phantom-money.paper-grade.html,9011,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\JSON\MDA-028-phantom-money.paper-grade.json,25691,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\LOSSLESS_SUMMARY\MDA-028-phantom-money.lossless-summary.md,20626,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\HTML\MDA-028-phantom-money.paper-grade-dashboard.html,11725,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\EXCEL\MDA-028-phantom-money.paper-grade.review.xlsx,17622,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\MARKDOWN\MDA-028-phantom-money.paper-grade.md,4446,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-028-phantom-money.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-028-phantom-money\EXCEL\MDA-028-phantom-money.paper-grade.xlsx,12834,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\CLAIMS\MDA-029-observer-collapsed.claim-audit.csv,4000,
html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\02_HTML_OUTPUTS\MDA-029-observer-collapsed.paper-grade.html,7980,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.html,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\HTML\MDA-029-observer-collapsed.paper-grade.html,7980,
final/Unsorted/JSON,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\JSON\MDA-029-observer-collapsed.paper-grade.json,22314,
final/Unsorted/LOSSLESS_SUMMARY,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\LOSSLESS_SUMMARY\MDA-029-observer-collapsed.lossless-summary.md,17282,
final/Unsorted/HTML,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\HTML\MDA-029-observer-collapsed.paper-grade-dashboard.html,10567,rendered
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.json,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\EXCEL\MDA-029-observer-collapsed.paper-grade.review.xlsx,16098,rendered
final/Unsorted/MARKDOWN,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.md,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\MARKDOWN\MDA-029-observer-collapsed.paper-grade.md,3127,
final/Unsorted/EXCEL,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-029-observer-collapsed.paper-grade.xlsx,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-029-observer-collapsed\EXCEL\MDA-029-observer-collapsed.paper-grade.xlsx,11309,
final/Unsorted/CLAIMS,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\01_OUTBOX_REPORTS\MDA-030-trinity-mechanism.claim-audit.csv,\\dlowenas\brain\apps\paper-intelligence-suite-python\OUTPUT\mda_math_translation_full61_20260530_053137\03_FINAL_READY\Unsorted\MDA-030-trinity-mechanism\CLAIMS\MDA-030-trinity-mechanism.claim-audit.csv,4895,
